0.7527719851212026	0.7542874043131695	 0.24741052999221816	 0.15102929440884597	 250	 128	 114
0.6615164236074171	0.0661332586320263	 0.21294007278933647	 0.11988907398891463	 255	 69	 0
0.8401076634983409	0.41738942294426107	 0.19214008802290283	 0.10486641215594755	 173	 216	 230
0.5940874360579411	0.5262061367281111	 0.14309057119670676	 0.22305838401361744	 144	 238	 144
0.37771986267133983	0.8607124186349322	 0.16609155101273082	 0.2766700695616001	 184	 134	 11
0.34112006772339987	0.5342053383613452	 0.19028983583097542	 0.19702399612597804	 143	 188	 143
0.676462607631119	0.6209892348435847	 0.26333711946597127	 0.1289623353262008	 139	 0	 0
0.362068096004491	0.1549442904985326	 0.22387155393917435	 0.24584272564094994	 233	 150	 122
0.3176798414481121	0.31936019228759194	 0.1673721703154018	 0.22902940853585657	 220	 20	 60
0.35253295215739067	0.29433840820313684	 0.26172408420784377	 0.15533420181788374	 0	 100	 0
